user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
810,ES2007a,268.79,A,That's a very good elephant.,NEGATIVE,1,Causing embarrassment,"It seems to me this person is making fun of the other's drawing ability, by saying it looks like an elephant's butt.",2021-03-29 17:11:36.561195+00:00
810,ES2007a,301.28,A,"Wonderful, well done.",POSITIVE,4,Being positive,"This is an excellent example of being positive.  This person is saying the recent drawing was well done, and giving credit to the drawer.",2021-03-29 17:12:31.039569+00:00
810,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being positive,"This is a positive note saying Well Done, after the person they were speaking to, A, said that their own drawing wasn't good.",2021-03-29 17:14:46.819857+00:00
810,ES2007a,1196.01,A,"Okay everyone, well done.",POSITIVE,10,Being positive,"This is just reinforcing positivity, by saying everyone did a good job.",2021-03-29 17:22:04.964387+00:00
810,ES2007a,1173.33,B,Yeah.,POSITIVE,1,Being agreeable,B is agreeing with A that B will work with the other person on this specific part of the design.,2021-03-29 17:22:59.700250+00:00
823,ES2007a,268.79,A,That's a very good elephant.,POSITIVE,2,Being positive,Providing positive and supportive complements to a concept presented by a team member to boost their self esteem and confidence.,2021-03-29 18:12:33.490989+00:00
823,ES2007a,301.28,A,"Wonderful, well done.",POSITIVE,4,Being positive,More positive and respectful feedback for a worker's ideas and concept. This makes them feel welcome and included.,2021-03-29 18:13:04.119526+00:00
823,ES2007a,460.56,A,Well done.,POSITIVE,12,Being positive,"More positive feedback, this time for the user presenting the cat, which makes them feel like they accomplished something.",2021-03-29 18:14:10.406102+00:00
823,ES2007a,526.59,A,Uh not a very good one,NEGATIVE,1,Causing frusturation,"Self-depricating, low-self-esteem comments about one's self not only harm the person's reputation to others, but also lower the confidence of the whole group.",2021-03-29 18:15:06.269658+00:00
823,ES2007a,1095.13,A,"Um alright, so we've got some ideas, we've got um",POSITIVE,2,Being positive,"Positive affirmation that the meeting was productive, which  makes people feel good about themselves.",2021-03-29 18:16:58.111967+00:00
772,ES2007a,36.25,B,So we're 'kay?,POSITIVE,1,Being respectful,Asking the input of other participants here shows you care about their perspective.,2021-03-29 18:51:25.426381+00:00
772,ES2007a,49.96,D,Is that alright?,POSITIVE,1,Being respectful,Asking the input of other participants here shows you care about their perspective.,2021-03-29 18:51:47.050519+00:00
772,ES2007a,112.84,B,Are we free to take notes uh,POSITIVE,1,Being agreeable,Asking if you may take notes shows respect for the others in the group who may not take notes.,2021-03-29 18:52:36.866067+00:00
772,ES2007a,151.82,A,I haven't actually looked at this yet.,NEGATIVE,1,Causing frusturation,It may frustrate others that you do not seem to be prepared.,2021-03-29 18:54:24.976291+00:00
772,ES2007a,153.899,D,<sound: cough>,NEGATIVE,1,Causing embarrassment,Coughing here may be drawing attention to the previous participant being unprepared which could be embarrassing.,2021-03-29 18:55:28.151429+00:00
772,ES2007a,193.63,D,'Kay.,POSITIVE,1,Being agreeable,Your statement here shows you the other participants that you are paying attention to others.,2021-03-29 18:56:34.847238+00:00
314,ES2007a,228.42,A,"Uh Miss Industrial Designer, would you like to go first?",NEGATIVE,2,Being sarcastic,"Addressing someone as ""Miss Industrial Designer"" is inappropriate. In downplays their position and is quite sarcastic, which could also cause embarrassment..",2021-03-29 19:39:45.016056+00:00
314,ES2007a,235.57,A,"Yeah, why don't you just c, I think just clip on clip do you have a belt?",NEGATIVE,1,Dismissing others,Interrupting someone in the middle of their sentence is harmful.,2021-03-29 19:41:14.599564+00:00
314,ES2007a,249.06,A,"Yeah, what's your favourite animal?",NEGATIVE,1,Causing embarrassment,"Again, interrupting someone mid-sentence, or someone struggling to find words is harmful.",2021-03-29 19:42:34.274712+00:00
829,ES2007a,194.76,A,"Project method, functional design, individual work, another meeting, conceptual design, individual work, and a meeting of details design, individual work and a meeting.",POSITIVE,1,Being agreeable,"So far, it's the only one that has made sense",2021-03-29 19:42:35.575443+00:00
314,ES2007a,270.3,C,The back end of an elephant.,NEGATIVE,2,Causing embarrassment,Making fun of a drawing in such a way can be harmful for the artist.,2021-03-29 19:44:21.412499+00:00
829,ES2007a,301.28,A,"Wonderful, well done.",POSITIVE,4,Being positive,Positive comment on the drawing of an animal for demo purposes,2021-03-29 19:45:06.292194+00:00
314,ES2007a,296.49,B,looks like nice to me.,POSITIVE,1,Being positive,Reinforces positivity by saying something nice about the drawing. Make the artist feel good.,2021-03-29 19:46:42.191188+00:00
831,ES2007a,270.3,C,The back end of an elephant.,NEGATIVE,2,Causing embarrassment,was critical of the drawing skills of the participant even though the game is about introductions.,2021-03-29 19:59:53.974056+00:00
831,ES2007a,317.92,D,I have no idea what my favourite animal is.,NEGATIVE,1,Dismissing others,"Speaker keeps interrupting other speakers, even if questions are specifically addressed to another individual",2021-03-29 20:01:34.362907+00:00
831,ES2007a,506.91,A,I honestly can't draw for toffee.,POSITIVE,7,Being positive,"Speaker made a joke to put others at ease, especially about his own drawing skills.",2021-03-29 20:03:30.864484+00:00
831,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being positive,Speaker praised the drawing of the other participant even though he said he didn't think it was very good.,2021-03-29 20:04:23.887833+00:00
831,ES2007a,1091.8,A,No porn channel for children.,NEGATIVE,12,Inappropriate,inappropriate topic in the middle of the conversation where it wasn't needed. That sort of language could make others feel uncomfortable.,2021-03-29 20:09:43.146575+00:00
838,ES2007a,228.42,A,"Uh Miss Industrial Designer, would you like to go first?",NEGATIVE,2,Being sarcastic,comment might be interpreted as sarcasm and might be slightly offensive or differential,2021-03-29 20:34:33.266630+00:00
838,ES2007a,301.28,A,"Wonderful, well done.",POSITIVE,4,Being positive,this comment praises a person and motivates to continue participating,2021-03-29 20:36:21.652962+00:00
838,ES2007a,313.04,A,And Mister aesthetics designer do you wanna go next?,NEGATIVE,1,Being sarcastic,this comment might be interpreted as sarcasm and might be slightly offensive or inappropriate,2021-03-29 20:36:55.967028+00:00
838,ES2007a,370.06,A,"Okay, well done.",POSITIVE,1,Being positive,comment expresses praise for work which motivates people to continue interacting in a group,2021-03-29 20:37:43.568092+00:00
838,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being positive,positive comment that motivates people to continue participating in a group,2021-03-29 20:38:47.201196+00:00
844,ES2007a,189.92,A,"It's original, uh trendy and it's user-friendly.",POSITIVE,2,Being positive,"They are complementing the product, they say nice words about which makes it positive.",2021-03-29 20:56:15.561174+00:00
844,ES2007a,423.81,D,A big fat body and,NEGATIVE,3,Calling insulting body names,"The speaker labels body parts using word like ""fat"" which can cause offense to others",2021-03-29 20:59:14.775659+00:00
844,ES2007a,979.0,A,Or maybe even so something that's for disabled people or so people that uh b don't see very well or big buttons for touchy buttons for,POSITIVE,2,Being positive,"This is very positive because they consider disabled people, which tells the person that they think of everybody",2021-03-29 21:05:10.657970+00:00
844,ES2007a,994.96,A,Or just one that looks really fucking cool.,NEGATIVE,5,Using curse word,"They are using the F curse word, which is not acceptable in a working environment and can cause offense to some.",2021-03-29 21:06:19.918845+00:00
844,ES2007a,1091.8,A,No porn channel for children.,NEGATIVE,12,Talking about porn,"They are talking about porn, this can cause offense to others.",2021-03-29 21:07:59.898505+00:00
844,ES2007a,422.17,D,Which also has what?,NEGATIVE,1,Being sarcastic,"This person is being sarcastic about the other person drawing, and basically saying it is a bad drawing.",2021-03-29 21:12:04.007090+00:00
844,ES2007a,427.61,D,big and a long tail.,NEGATIVE,1,Being sarcastic,"Offending the other person drawing, basically laughing at the cat drawing of the other person.",2021-03-29 21:12:41.940301+00:00
113,ES2007a,158.91,D,Very nice.,POSITIVE,2,Being positive,"This statement is complementary and is more emphatic and sincere than just ""good"" or ""nice""",2021-03-29 22:57:20.890292+00:00
113,ES2007a,189.92,A,"It's original, uh trendy and it's user-friendly.",POSITIVE,2,Being positive,"This statement is positive about the product and gives reasons why, which inspires the others and boosts morale.",2021-03-29 22:58:10.994693+00:00
113,ES2007a,228.42,A,"Uh Miss Industrial Designer, would you like to go first?",POSITIVE,2,Being respectful,"This is playful, but also acknowledges the credentials of the person he is speaking to.",2021-03-29 22:58:48.811632+00:00
113,ES2007a,268.79,A,That's a very good elephant.,POSITIVE,2,Being positive,This is a complement to whatever image the subject produced. Complements on work increase confidence.,2021-03-29 22:59:45.900592+00:00
113,ES2007a,313.04,A,And Mister aesthetics designer do you wanna go next?,POSITIVE,1,Being respectful,"Again, the speaker mentions the subject's credentials and group members like to be acknowledged for their skills or ability or title.",2021-03-29 23:00:41.971760+00:00
790,ES2007a,40.55,B,I dunno where to put it 'cause the,NEGATIVE,1,Causing frusturation,very confusing and frustrating comment which discourages participants to build confidence in the speaker's comment. psychological safety is destructed when participants are confused about a comment.,2021-03-30 07:45:03.918585+00:00
790,ES2007a,43.91,B,Okay.,POSITIVE,1,Being agreeable,Agreeing to participants comments induce them to fully participate because everyone feels involve.,2021-03-30 07:48:08.284802+00:00
790,ES2007a,158.91,D,Very nice.,POSITIVE,2,Being positive,The comment is a positive reinforcement and will encourage participants to give out their best.,2021-03-30 07:54:40.194119+00:00
790,ES2007a,228.42,A,"Uh Miss Industrial Designer, would you like to go first?",POSITIVE,2,Being respectful,Addressing participant in such a respectful manner will not only boost their self confidence but rather restate mutual respect for the meeting and its proceedings. This creates psychological benefit to all stakeholders of the meeting.,2021-03-30 08:03:35.908876+00:00
790,ES2007a,93.95,A,Does anybody know?,POSITIVE,1,Being agreeable,"This question is really vital and a positive recipe for consensus building. Seeking everyone's concern is a positive indicator of collective efforts which encourages everyone to feel involved. When everyone is involve, they all build good psychological attitude towards the meeting.",2021-03-30 08:15:15.340893+00:00
726,ES2007a,509.472,C,<sound: laugh>,NEGATIVE,1,Causing embarrassment,"In this case, the line was laughing at the previous line for making a speaking error and influenced others into laughing at it too.",2021-03-31 10:15:12.722726+00:00
726,ES2007a,615.1,A,Any ideas?,POSITIVE,6,Being respectful,This line is speaking to all the other lines and being open while including everyone's opinions.,2021-03-31 10:16:15.164807+00:00
726,ES2007a,715.69,C,"Yeah it seems like there's like there's sort of a tension between two ideas, I mean, you want you want one remote that maybe can work uh all all of the functions of T_V_ and if you have whatever associated with T_V_ the D_V_D_ player, or something like that, but like at the same time you don't wanna really busy remote with a thousand buttons on it or something.",POSITIVE,6,Being agreeable,This line sees that there are two sides and wants to find a happy medium.,2021-03-31 10:18:47.448481+00:00
726,ES2007a,453.33,A,"Wow, so they're kinda spiritual.",POSITIVE,6,Being agreeable,This line sees the good qualities in a cat and agrees with the other line in saying that cats are spiritual.,2021-03-31 10:20:16.293174+00:00
726,ES2007a,541.05,A,"It's a squirrel, and I like them, because they're cute",POSITIVE,1,Being positive,This line says they like squirrels and are being positive.,2021-03-31 10:21:11.081722+00:00
877,ES2007a,420.39,A,That's a very pr pretty cat.,POSITIVE,8,Being positive,A is expressing their pleasure with the sight of a pretty animal or pet.,2021-03-31 10:34:08.795985+00:00
877,ES2007a,434.15,D,Why?,NEGATIVE,2,Being sarcastic,The person does not seem interested nor cares too much about  writing about a pretty cat.,2021-03-31 10:38:56.849688+00:00
877,ES2007a,453.33,A,"Wow, so they're kinda spiritual.",POSITIVE,6,Being respectful,A is impressed by D's interpretation of the cat by in sharing positive feedback.,2021-03-31 10:42:00.351421+00:00
647,ES2007a,456.864,B,<sound: laugh>,NEGATIVE,2,Causing frusturation,Providing a Crucial Component to Comply With Changing Global Regulatory Frameworks. There are Three New Advances in Safety Signal Management to Watch,2021-03-31 10:42:01.137078+00:00
872,ES2007a,460.56,A,Well done.,POSITIVE,12,Being positive,A is complimenting D on a good job with the presentation,2021-03-31 10:46:11.918047+00:00
877,ES2007a,646.02,C,"Yeah, I think we're I mean before we close the meeting, we're supposed to come up with some ideas for",NEGATIVE,2,Causing frusturation,C sounds disorganized and unsure where to go from the presentation or what should be the next steps which confuses the audience.,2021-03-31 10:47:09.060578+00:00
872,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being positive,C is complimenting A on A's picture that they drew.,2021-03-31 10:47:12.368239+00:00
872,ES2007a,870.96,A,Like it,POSITIVE,4,Being positive,A is complimenting B on a good idea for the design of the remote.,2021-03-31 10:49:17.973626+00:00
877,ES2007a,649.73,A,Oh k so we're actually supposed to be doing this discussion like right now are we or oh okay.,NEGATIVE,2,Causing embarrassment,A is trying to give direction to C on what they are suppose to be doing but has some doubts too.,2021-03-31 10:49:51.343546+00:00
877,ES2007a,655.04,C,Yeah.,NEGATIVE,1,Being passive-aggressive,C is unsure and may not have control of the meeting.,2021-03-31 10:51:16.682628+00:00
872,ES2007a,420.39,A,That's a very pr pretty cat.,POSITIVE,8,Being positive,A is complimenting another member of the group on their drawing of a cat.,2021-03-31 10:51:26.652425+00:00
872,ES2007a,826.08,A,Th that's an idea.,POSITIVE,10,Being positive,A is complimenting D on a very interesting idea about the design for the remote and saying it's a possible idea.,2021-03-31 10:53:51.467817+00:00
877,ES2007a,674.9,A,"Right, who's got experiences with remote controls then?",NEGATIVE,2,Causing frusturation,A is questioning the team's skill to proceed with the project.,2021-03-31 10:54:30.343105+00:00
872,ES2007a,896.42,A,Well we've got a k we've got a few ideas there.,POSITIVE,1,Being positive,A is complimenting and reinforcing the group saying they have some good ideas so far.,2021-03-31 10:54:35.641366+00:00
888,ES2007a,420.39,A,That's a very pr pretty cat.,POSITIVE,8,Being positive,Being complementary to the person who drew the cat.,2021-03-31 10:58:57.442607+00:00
888,ES2007a,453.33,A,"Wow, so they're kinda spiritual.",POSITIVE,6,Being agreeable,"Reinforcement to the author, making them feel good.",2021-03-31 11:01:50.933192+00:00
888,ES2007a,460.56,A,Well done.,POSITIVE,12,Being positive,Giving positive feedback to person D about their choice.,2021-03-31 11:03:15.313223+00:00
888,ES2007a,531.4,B,Not bad I would say.,POSITIVE,9,Being positive,"Making C feel better about their drawing, saying something positive about it.",2021-03-31 11:06:08.735502+00:00
888,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being agreeable,Agreeing with B's statement about C's drawing being pretty good.,2021-03-31 11:06:58.610303+00:00
9,ES2007a,434.83,D,Because um cuddly.,NEGATIVE,1,Causing annoyance,talking more about facts on cats that are not very relevant to topic.,2021-03-31 11:37:08.414905+00:00
9,ES2007a,870.58,C,Oh okay.,POSITIVE,1,Being agreeable,"disagreed with point made at first, but after being explained more on idea, came to agreeance.",2021-03-31 11:39:29.681447+00:00
9,ES2007a,1021.21,A,"I mean obviously everyone we're uh you know uh sounds like we're all a bit sort of gadget heads and we like things that do everything at once, but you know, that's",POSITIVE,8,Being positive,"poking fun at themself and the entire group. Makes them all feel closer to one another, more lighthearted as well.",2021-03-31 11:40:34.991848+00:00
9,ES2007a,1168.24,D,I guess that's what it says.,NEGATIVE,1,Being passive-aggressive,this statement seems kind of rude even if the person did not mean it like that.,2021-03-31 11:43:39.775716+00:00
9,ES2007a,1196.01,A,"Okay everyone, well done.",POSITIVE,10,Being positive,Told everyone that they did a good job at the meeting. Friendly and contributes to positive rapport among team.,2021-03-31 11:44:19.819362+00:00
912,ES2007a,460.56,A,Well done.,POSITIVE,12,Being positive,It is helpful to compliment a speaker who has just made a significant contribution.,2021-03-31 12:27:29.209827+00:00
912,ES2007a,531.4,B,Not bad I would say.,POSITIVE,9,Being positive,Since the person drawing is self conscious about their drawing it is helpful to be encouraging.,2021-03-31 12:29:44.111906+00:00
912,ES2007a,532.89,C,"Yeah, that's pretty good.",POSITIVE,13,Being positive,The same. Encouraging the speaker who is self consious about their drawing is helpful.,2021-03-31 12:30:43.667866+00:00
912,ES2007a,551.24,B,Very good.,POSITIVE,3,Being positive,The person just made a considerable contribution and it good to complement their effort.,2021-03-31 12:32:38.119781+00:00
912,ES2007a,994.96,A,Or just one that looks really fucking cool.,NEGATIVE,5,Causing annoyance,Swearing is never appropriate during a meeting. Some people may be put off by that even though they will never admit it.,2021-03-31 12:40:13.926541+00:00
556,ES2007a,420.39,A,That's a very pr pretty cat.,POSITIVE,8,Being positive,"The speaker is complimenting a cat, making the owner feel good and lightening the mood of the meeting",2021-03-31 13:47:21.978966+00:00
556,ES2007a,423.81,D,A big fat body and,POSITIVE,1,Being positive,"The speaker is making a playful joke, making the mood lighten up a bit",2021-03-31 13:47:42.584424+00:00
556,ES2007a,506.91,A,I honestly can't draw for toffee.,POSITIVE,7,Being positive,"Th speaker is joking around, making everyone laugh and improving their moods",2021-03-31 13:48:22.914599+00:00
556,ES2007a,531.4,B,Not bad I would say.,POSITIVE,9,Being positive,"The speaker is praising the art done by their teammate, making them feel good",2021-03-31 13:49:12.262532+00:00
