user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
672,ES2005d,61.19,C,Upsidaisy.,POSITIVE,2,Being playful,Being playful and relaxed is a good way to get people feeling comfortable and be more open.,2021-03-22 16:42:08.959140+00:00
672,ES2005d,94.37,C,I'm afraid you're all sacked.,POSITIVE,2,Being positive,Even though you are saying something negative it is clear that it is a joke and you intend to lighten the mood,2021-03-22 16:43:38.703258+00:00
673,ES2005d,81.08,C,um before we get to the good news?,NEGATIVE,4,Being sarcastic,This is being sarcastic about the budget problems that are going to create a need for cutbacks.,2021-03-22 16:44:18.809278+00:00
673,ES2005d,48.1,C,"How was that, was that fun?",POSITIVE,4,Being positive,This question is including others and soliciting their opinion on the matter.,2021-03-22 16:45:48.050608+00:00
672,ES2005d,294.29,C,"Alright, excellent.",POSITIVE,12,Being positive,You continue to show positive feedback and it boosts up your coworkers.,2021-03-22 16:45:54.324121+00:00
673,ES2005d,94.37,C,I'm afraid you're all sacked.,POSITIVE,2,Light hearted joke,This is a way to lighten the mood.  It should have a positive effect.,2021-03-22 16:46:51.915988+00:00
672,ES2005d,419.97,D,Mm-hmm.,NEGATIVE,1,Causing frusturation,You are not adding anything besides rote affirmations. It makes the group feel as we are being ignored.,2021-03-22 16:47:17.439123+00:00
673,ES2005d,123.33,C,Okay so it's just your your show.,NEGATIVE,2,Being passive-aggressive,This appears to be a passive aggressive statement directed at one of the members.,2021-03-22 16:47:41.568015+00:00
673,ES2005d,168.28,C,"Okay, brilliant.",POSITIVE,5,Being positive,This is a comment that gives positive feedback and moves the conversation along.,2021-03-22 16:48:26.768295+00:00
672,ES2005d,529.53,A,We should fire the accountants.,POSITIVE,2,Being agreeable,You are playing along with an inside joke and making the group feel at ease.,2021-03-22 16:48:35.839232+00:00
364,ES2005d,94.37,C,I'm afraid you're all sacked.,NEGATIVE,12,Causing annoyance,It's annoying to hear jokes about job losses during this time.,2021-03-22 16:54:47.898565+00:00
364,ES2005d,201.03,C,"Well I like the feel of it, I like the feel of it.",POSITIVE,7,Being positive,Saying something positive about a design or creation will only encourage more positivity.,2021-03-22 16:56:27.251970+00:00
364,ES2005d,529.53,A,We should fire the accountants.,NEGATIVE,17,Causing annoyance,Making a joke about firing people isn't appropriate during this pandemic.,2021-03-22 17:03:37.128974+00:00
364,ES2005d,618.09,D,"But if there is anything you think we've missed out there, then, you know, feel free to add it.",POSITIVE,13,encouraging others,Encouraging discussion makes it easier for others to chime in and say what they need to say.,2021-03-22 17:06:04.872503+00:00
364,ES2005d,686.29,C,You're all get you're all getting a raise.,NEGATIVE,1,Causing annoyance,Making a joke about income isn't ideal during this time.,2021-03-22 17:06:53.068556+00:00
675,ES2005d,48.1,C,"How was that, was that fun?",POSITIVE,4,Being positive,I feel as though C was very nice in asking if it was fun.,2021-03-22 17:10:56.894229+00:00
675,ES2005d,90.99,C,we have budget problems.,NEGATIVE,4,Causing frusturation,I feel as though C was kinda being blunt and kinda unnecessary.,2021-03-22 17:12:16.112291+00:00
675,ES2005d,94.37,C,I'm afraid you're all sacked.,NEGATIVE,12,Punishing others,I feel as though he was not very nice at the way he fired everyone.,2021-03-22 17:15:44.392601+00:00
675,ES2005d,66.07,C,<sound: cough>,NEGATIVE,1,Being sarcastic,Seems very sarcastic and joking with you before he fires everyone.,2021-03-22 17:16:22.095903+00:00
