user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
1004,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,"This makes people feel like they are accepted into the situation, and that the person is happy to see them.",2021-04-02 10:28:02.120787+00:00
1004,ES2008b,66.78,A,Et voila.,POSITIVE,1,Being positive,"This is a comment that uses humor, likely to cause people to lighten up a bit even though it is a serious business meeting. It is lightening the mood to take a little bit of pressure off of others.",2021-04-02 10:32:48.980755+00:00
1004,ES2008b,105.98,A,We're starting this meeting at approximately twelve thirteen and we have forty minutes.,NEGATIVE,1,Causing frusturation,"A comment like this causes people to feel hard pressed for time, which can cause anxiety and make people feel pressured.",2021-04-02 10:36:29.467832+00:00
1004,ES2008b,174.245,C,<sound: laugh>,POSITIVE,1,Being positive,Laughing lightens up the mood in pretty much any situation!,2021-04-02 10:39:16.056760+00:00
1004,ES2008b,306.47,D,"I don't know anything beyond what fancy means, but that's particularly of use to us, I think.",POSITIVE,1,Being positive,Positive reinforcement that they have a solid idea that they can work with will usually put people in a good mood by making them feel hopeful and confident.,2021-04-02 10:42:56.437134+00:00
1004,ES2008b,490.26,A,That was that was great.,POSITIVE,19,Being agreeable,"Telling someone that something they said was ""great"" will make them feel proud and generally feel good about themselves. It will also make others in the room look at the person the same way.",2021-04-02 10:46:21.745940+00:00
1004,ES2008b,849.33,A,That was very useful.,POSITIVE,12,Being agreeable,This tells the person that what they just said meant something to them that they can use in some aspect of their life.,2021-04-02 10:58:33.189647+00:00
1014,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,IT is always positive to welcome the group - perhaps add the reason for eeting and talking...,2021-04-02 11:33:26.189042+00:00
1014,ES2008b,105.98,A,We're starting this meeting at approximately twelve thirteen and we have forty minutes.,POSITIVE,2,Being respectful,It is very good to lay out the objectives and bound the time for the discussion!...,2021-04-02 11:34:53.447187+00:00
884,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,greeting the people warmly is a great way to put all participant at ease,2021-04-02 11:35:14.301410+00:00
1014,ES2008b,138.15,A,"Sure, please do.",POSITIVE,4,Being respectful,It is always good to be polite - people appreciate that...,2021-04-02 11:35:41.150886+00:00
884,ES2008b,58.23,A,This is our functional design meeting.,POSITIVE,2,Being positive,announcing what the meeting is about informs everyone what they are there for,2021-04-02 11:36:17.944045+00:00
884,ES2008b,91.75,B,Right.,POSITIVE,3,Being positive,agreeing with the speaker is a positive reinforcement and doo for the whole group,2021-04-02 11:37:38.981766+00:00
1014,ES2008b,490.26,A,That was that was great.,POSITIVE,19,Being positive,This is a good example of complimenting the Team and will be viewed well by all.,2021-04-02 11:38:14.176454+00:00
884,ES2008b,121.35,A,"functions design, what effects the apparatus should have, and the working design, how the apparatus actually works to fulfil its function.",POSITIVE,1,Being positive,informing the group what is expected from the remote will help them with their ideas for the product,2021-04-02 11:39:31.900789+00:00
1014,ES2008b,849.33,A,That was very useful.,POSITIVE,12,Being respectful,This is another example of being positive and thanking people for their work - good.,2021-04-02 11:40:28.029579+00:00
884,ES2008b,138.15,A,"Sure, please do.",POSITIVE,4,Being agreeable,agreeable attitude will help the meeting move along smoothly giving a safe feeling among the members,2021-04-02 11:40:53.213975+00:00
242,ES2008b,105.98,A,We're starting this meeting at approximately twelve thirteen and we have forty minutes.,POSITIVE,2,Being respectful,The speaker is setting the expectation for the meeting and is showing respect for everyone's time commitment.,2021-04-02 11:53:40.572393+00:00
242,ES2008b,135.83,D,Mm shall we go in the order that you just did it?,POSITIVE,3,Being respectful,The speaker is showing respect for the leader of the meeting by asking the question. In doing this he is helping the rest of the group as well by letting them know the proper order.,2021-04-02 11:56:18.197533+00:00
242,ES2008b,490.26,A,That was that was great.,POSITIVE,19,Being positive,The speaker is giving positive reinforcement to the person who gave their report which would make them feel better about their presentation as well as make the rest of the group more comfortable.,2021-04-02 12:00:02.743680+00:00
242,ES2008b,849.33,A,That was very useful.,POSITIVE,12,Being positive,The speaker is letting the presenter know that they did a good job and that their information will be useful for the group.,2021-04-02 12:03:47.152601+00:00
242,ES2008b,1118.67,B,I'm kind of pathetic with things like this.,NEGATIVE,10,Causing frusturation,The speaker is putting themselves down which causes the rest of the group to become more self-conscious while being frustrating for everyone watching the presentation.,2021-04-02 12:07:12.293504+00:00
1020,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,This greeting would make people feel welcome to the room and meeting. They should feel fine and ready to take part.,2021-04-02 12:42:56.345431+00:00
1020,ES2008b,77.3,A,"Okay, our agenda today um just check the time, it's twelve thirteen.",POSITIVE,1,Being positive,Laying out the plan of the meeting would help people plan for the meeting and be mentally prepared to take part in their presentations.,2021-04-02 12:44:33.195130+00:00
1020,ES2008b,97.59,A,"Um I'll talk about the new project requirements I've just received, and then we have to make a decision on our remote control functions.",POSITIVE,1,Being positive,This leader referrerd to 'we' when saying a decision must be made. This implies that everyone's opinions matters and will be heard and taken into account.,2021-04-02 12:45:30.762598+00:00
1020,ES2008b,138.15,A,"Sure, please do.",POSITIVE,4,Being positive,This person was asking for the other to go ahead and give there presentation. This go ahead is recognition of the employee and a signal to them that their opinion matters and will be heard.,2021-04-02 12:47:19.186035+00:00
1020,ES2008b,477.71,D,<sound: laugh>,NEGATIVE,1,Causing embarrassment,This laughter might get confused for laughing at someone.,2021-04-02 12:49:43.079187+00:00
1020,ES2008b,754.087,A,<sound: laugh>,NEGATIVE,3,Causing annoyance,This is not an appropriate time in the meeting for laughter to occur. It will cause distraction to the person giving the presentation.,2021-04-02 12:51:02.733341+00:00
772,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,It is polite to tell everyone you are glad to see them and makes others feel important.,2021-04-02 13:02:48.014005+00:00
772,ES2008b,58.23,A,This is our functional design meeting.,POSITIVE,2,being inclusive,Saying our here lets others know you are included them in the group.,2021-04-02 13:03:19.194432+00:00
772,ES2008b,85.33,A,"I'm gonna do an opening, talk about um did you all get the minutes?",POSITIVE,2,Being respectful,It shows respect for others to ask them if they received the information.,2021-04-02 13:04:07.491821+00:00
772,ES2008b,89.55,C,Yep.,POSITIVE,2,Being respectful,Responding the the question asked by the presenter shows you are paying attention to them.,2021-04-02 13:04:41.023415+00:00
772,ES2008b,135.83,D,Mm shall we go in the order that you just did it?,POSITIVE,3,Being respectful,Asking the leader a question here shows you have respect for others.,2021-04-02 13:05:35.739292+00:00
9,ES2008b,50.13,A,Good to see you all again.,POSITIVE,8,Being positive,Being kind to other group members and letting them know that they are happy to see everyone again.,2021-04-02 14:05:16.301506+00:00
9,ES2008b,91.53,A,So um then I we'll talk about our general objectives and have your three presentations.,POSITIVE,1,being a leader,Doing a good job spearheading the meeting and giving everyone a rundown of what will be happening.,2021-04-02 14:05:46.791906+00:00
9,ES2008b,148.13,B,"I think, you might have to disconnect Rose.",POSITIVE,1,Being respectful,Letting group member Rose know how to hook things up during the meeting.,2021-04-02 14:06:34.661439+00:00
