user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
676,ES2005c,52.97,C,Um and is there any questions you have that arised from last meeting that,POSITIVE,5,Being positive,"This. combined with the next comment, invites the group to bring up any concerns they may have.",2021-03-22 17:13:54.764061+00:00
676,ES2005c,60.77,C,are particularly bothering you?,POSITIVE,5,Being respectful,"Combined with the prior comment, this is asking participants to be open with any issues they might be having.",2021-03-22 17:15:29.135973+00:00
676,ES2005c,67.78,C,Then we shall start with a presentation from Raj.,POSITIVE,3,Being respectful,Sets the table for Raj which makes it easy for Raj to start their presentation,2021-03-22 17:18:47.350647+00:00
676,ES2005c,254.52,D,I was just reading fruit and vegetables.,NEGATIVE,2,being off topic,The person was reacting to what they were reading and not to what the person speaking was saying.,2021-03-22 17:21:02.456076+00:00
676,ES2005c,275.82,A,"We should make a big sponge lemon, and then it'd be it would be yellow.",NEGATIVE,1,Being sarcastic,This did not seem like a serious or constructive recommendation,2021-03-22 17:21:53.040197+00:00
676,ES2005c,345.14,C,Just what I think of when I think of a remote control.,NEGATIVE,3,Being sarcastic,They were making fun of the assigned theme without being constructive.,2021-03-22 17:23:08.655884+00:00
370,ES2005c,46.0,C,mailed you the minutes of the last meeting uh just to save time.,POSITIVE,3,Being positive,Being proactive with small tasks can add up to a lot of time saved.,2021-03-22 17:26:50.435085+00:00
370,ES2005c,52.97,C,Um and is there any questions you have that arised from last meeting that,POSITIVE,5,Being agreeable,Reviewing the past meeting will allow the team to feel at ease about past opinions.,2021-03-22 17:29:44.457643+00:00
370,ES2005c,169.43,D,"The last one is the most important one, is it?",NEGATIVE,2,Causing frusturation,The lack of understanding could indicate a team member is confused or not paying attention.,2021-03-22 17:36:49.452994+00:00
370,ES2005c,254.52,D,I was just reading fruit and vegetables.,NEGATIVE,2,Causing annoyance,The off-topic comments could make the team less focused which could cause more stress.,2021-03-22 17:40:00.753841+00:00
370,ES2005c,321.94,B,"'Cause we It shouldn't be have any harm to the environment also, because our company is very well",NEGATIVE,1,Causing frusturation,The language being used is confusing which can confuse the group and hold up progress.,2021-03-22 17:50:08.393385+00:00
370,ES2005c,365.69,B,"Uh yes, there could be, but we couldn't find out any, so",NEGATIVE,2,Being passive-aggressive,This comment can come off as passive-agressive which could cause friction in the group.,2021-03-22 17:51:51.110150+00:00
682,ES2005c,251.728,D,<sound: laugh>,NEGATIVE,3,Being sarcastic,By his laughter D is a bit sarcastic because it creates the impression that his previous speaker made an unforgivable mistake of expression.,2021-03-22 17:53:36.632394+00:00
682,ES2005c,273.6,D,Okay.,POSITIVE,1,Being agreeable,"With this short ""ok"" approval, D repaired his previous mistake and gives the impression that he is apologizing for his previous attitude.",2021-03-22 17:57:44.694702+00:00
682,ES2005c,294.83,D,"Well, that's good.",POSITIVE,2,Being positive,"Through his attitude of approving the statements of the previous speaker, D creates a relaxing and constructive atmosphere.",2021-03-22 18:03:21.422950+00:00
682,ES2005c,308.21,D,"Okay, the spongy, not real spongy, you can",POSITIVE,1,Being agreeable,"Through this subtle joke ""to be spongy, not real spongy"", D creates a cheerful, pleasant and relaxing atmosphere.",2021-03-22 18:07:21.811803+00:00
682,ES2005c,491.81,C,Excellent.,POSITIVE,2,Being positive,"By approving the speaker before him, C expresses an attitude of full agreement and satisfaction, which creates a lucrative and trusting atmosphere among team members.",2021-03-22 18:14:27.540943+00:00
556,ES2005c,46.0,C,mailed you the minutes of the last meeting uh just to save time.,POSITIVE,3,Being agreeable,"The speaker says they sent info about the last meeting, showing they will cooperate",2021-03-22 19:32:39.166169+00:00
556,ES2005c,60.77,C,are particularly bothering you?,POSITIVE,5,Being respectful,The speaker is making sure there is nothing bothering anyone else before proceeding,2021-03-22 19:33:09.548989+00:00
556,ES2005c,171.16,B,"No the first one is the uh the outlook of the mobile, the it should have a fancy outlook, the fancy design uh rather than just having a functional look and feel good, it should have a fancy look and foo feel good.",NEGATIVE,1,Causing frusturation,The speaker didn't receive the previous question with respect which may make the asker feel bad,2021-03-22 19:34:04.191735+00:00
556,ES2005c,245.07,B,"When we did uh f fashions uh, recent fashion uh our recent fashion update shows that",POSITIVE,1,Being positive,The speaker make a joke which lightened the overall mood of the meeting,2021-03-22 19:34:37.028651+00:00
556,ES2005c,267.13,B,"and everything with fruits and vegetables, because the g world is now changing it's trend towards organic, becoming more and more organic, becoming",POSITIVE,1,Being positive,The speaker is making jokes which will improve the morale and tone of the meeting,2021-03-22 19:35:02.908705+00:00
539,ES2005c,78.7,B,"Uh in this meeting I I'm going to discuss about the trend watching, uh how these trends is going to affect our market potential and how important is this.",POSITIVE,3,Being positive,This line is having a very important content.The discussion about the trend will create very good and positive impact.,2021-03-22 22:38:04.572437+00:00
539,ES2005c,186.85,B,The second most important aspect is that remote control should be a technologically uh innovative.,POSITIVE,1,Being agreeable,The comment is very agreeable.More innovative ideas will make the process will succeed.,2021-03-22 22:40:51.110769+00:00
539,ES2005c,494.1,C,Uh no just escape,NEGATIVE,1,Being sarcastic,This line is looks like a sarcastic.This type of comment will create negative impact to others.,2021-03-22 22:58:12.284294+00:00
539,ES2005c,515.4,C,Looks pretty complicated.,NEGATIVE,6,Causing frusturation,This line showing a frustration.This is make others low confidence.,2021-03-22 23:00:22.045148+00:00
539,ES2005c,692.62,C,Brilliant.,POSITIVE,23,Being positive,This line is very positive.And it is very encouraging.Being positive is very important thing.,2021-03-22 23:02:16.754619+00:00
324,ES2005c,345.14,C,Just what I think of when I think of a remote control.,NEGATIVE,3,Being sarcastic,"The comment is a bit sarcastic since B stated fruits and vegetables should be factor with the remote, as it has become a trend in organic.",2021-03-22 23:11:45.945926+00:00
715,ES2005c,52.97,C,Um and is there any questions you have that arised from last meeting that,POSITIVE,5,Being respectful,Asks the group if they have any questions regarding prior interactions.,2021-03-22 23:13:12.305630+00:00
715,ES2005c,251.728,D,<sound: laugh>,NEGATIVE,3,Causing embarrassment,Laughing at something unrelated to the presented subject shows you are not paying attention to the subject that is being discussed.,2021-03-22 23:16:33.918348+00:00
715,ES2005c,345.14,C,Just what I think of when I think of a remote control.,NEGATIVE,3,Being sarcastic,Sarcasm after the presentation shows that you are dismissive of the material discussed.,2021-03-22 23:18:59.348205+00:00
324,ES2005c,515.4,C,Looks pretty complicated.,NEGATIVE,6,Causing embarrassment,This may make the other feel their design is lacking and not up to high standards.,2021-03-22 23:20:56.320846+00:00
324,ES2005c,574.63,D,Um this one I thought was really cool.,POSITIVE,3,Being positive,"Gives a positive reinforcement and encouragement on a particular design, making the creator feel good.",2021-03-22 23:22:22.977117+00:00
715,ES2005c,632.25,A,Then d blind don't watch T_V_.,NEGATIVE,7,Dismissing others,Being dismissive of blind people and whether they watch TV.,2021-03-22 23:22:44.335569+00:00
715,ES2005c,692.62,C,Brilliant.,POSITIVE,23,Being positive,Complimenting an idea that was proposed shows you are engaged and trying to provide feedback.,2021-03-22 23:23:48.554937+00:00
324,ES2005c,632.25,A,Then d blind don't watch T_V_.,NEGATIVE,7,Dismissing others,"This is being dismissive towards a person with a vision impairment, which could cause a negative feeling.",2021-03-22 23:24:41.885814+00:00
324,ES2005c,692.62,C,Brilliant.,POSITIVE,23,Being positive,Offers high encouragement about the new speech recognition software that the engineer department created.,2021-03-22 23:26:22.427865+00:00
716,ES2005c,171.62,D,"Oh, sorry.",POSITIVE,3,Being respectful,It reinforced the psychological safety by assuring the other party that they understand and gets their point of view. D is also showing a sign of sympathy and acknowledges their mistake.,2021-03-22 23:35:15.618880+00:00
716,ES2005c,342.29,C,"Fruit and veg, well there you go.",NEGATIVE,1,Causing annoyance,this harms the safety because the individual C is jopingmoff topic and created a mockery. C isn't taking the meeting serious nor the other employees. C is changing the dynamics of the meeting and is vey unprofessional.,2021-03-22 23:39:27.761240+00:00
716,ES2005c,625.73,C,"I mean is that not sort of to assist the blind or something, is it?",NEGATIVE,3,Being sarcastic,I think C could've reframe the questions and used a different word,2021-03-22 23:43:42.931921+00:00
457,ES2005c,574.63,D,Um this one I thought was really cool.,POSITIVE,3,Being positive,Positive reinforcement for suggestion of another persons idea on remote,2021-03-22 23:43:53.929340+00:00
716,ES2005c,632.25,A,Then d blind don't watch T_V_.,NEGATIVE,7,Being sarcastic,I don't think the response was acceptable its evident that blind people can see the T.V but many can still listen to it.,2021-03-22 23:44:34.582144+00:00
457,ES2005c,587.43,D,"And that's really easy to use, bright, so I like this one lot for our design.",POSITIVE,1,Being positive,saying they liked this design and why they liked this design,2021-03-22 23:44:58.214535+00:00
716,ES2005c,633.6,C,<sound: laugh>,NEGATIVE,2,Causing frusturation,Laughing after a rude comment isn't acceptable nor professional,2021-03-22 23:45:54.007143+00:00
