user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
363,ES2004b,319.7,D,"Could I can I interject to ask a question there, is that appropriate?",POSITIVE,8,Being respectful,"This was a great way to introduce an opinion or ask a question by taking a moment to ask if it is a good time, by doing that it shows respect to the group.",2021-03-24 10:38:34.896734+00:00
363,ES2004b,1406.93,C,they're c uh just generally Japanese people have smaller hands so they couldn't get round the controller which is uh so if you I don't know what 'cause you obviously you can have bigger buttons for some countries or something and smaller ones for others.,NEGATIVE,9,Dismissing others,"It is considered a racial stereotype to say ""all x race have x"" which is said here about Japanese people having small hands.",2021-03-24 10:43:46.045989+00:00
363,ES2004b,2088.17,D,"that sounds a really attractive idea, I've not come across anything like that before, if it kind of yeah and that opens out into your flip-top.",POSITIVE,9,Being positive,This was a great positive sentiment to bring the vibes up toward the other's idea and complimenting it.,2021-03-24 10:48:03.705019+00:00
363,ES2004b,2339.29,B,Um and I'll be able to not answer them.,NEGATIVE,5,Being passive-aggressive,Saying that they would not be able to answer the group's questions seems passive aggressive.,2021-03-24 10:50:00.658729+00:00
363,ES2004b,218.686,B,<sound: laugh>,NEGATIVE,2,Being passive-aggressive,Laughing at the previous person's design that they presented seems like a passive-aggressive and negative thing to do.,2021-03-24 10:51:21.995979+00:00
426,ES2004b,319.7,D,"Could I can I interject to ask a question there, is that appropriate?",POSITIVE,8,Being respectful,"Requested permission to ask a question, rather than just talking over the current speaker.",2021-03-24 13:21:22.264926+00:00
772,ES2004b,48.39,D,Oh God.,NEGATIVE,3,Causing annoyance,You made it seem you are frustrated with the troubles B is having.,2021-03-24 13:24:07.066373+00:00
772,ES2004b,72.604,C,<sound: laugh>,NEGATIVE,1,Causing embarrassment,You have embarrassed B by laughing at the trouble they are having.,2021-03-24 13:24:43.061678+00:00
772,ES2004b,80.31,D,"Uh, no that's okay, sorry.",POSITIVE,2,Being respectful,You gave an apology to B for doing something that was disruptive.,2021-03-24 13:25:33.011050+00:00
772,ES2004b,171.01,D,"Um is it okay if I postpone that til later, I just want to get access to a little bit more information, is that okay?",POSITIVE,2,Being respectful,You showed respect for B and asked permission for something to be done.,2021-03-24 13:26:40.339216+00:00
772,ES2004b,175.03,B,"No that's fine, that's fine.",POSITIVE,4,Being agreeable,You were generous to agree with the needs of D.,2021-03-24 13:27:04.017966+00:00
426,ES2004b,1233.66,D,That's a super idea.,POSITIVE,19,Being positive,The speaker is giving positive reinforcement of another speaker's ideas.,2021-03-24 13:27:04.903962+00:00
426,ES2004b,1714.61,D,"Excellent, mm-hmm.",POSITIVE,4,Being agreeable,The speaker is acknowledging and enthusiastically agreeing with the statement of another speaker.,2021-03-24 13:31:40.578656+00:00
426,ES2004b,1723.2,D,"Can I just run this past you while it occurs to me, I don't mean to quickly jump from one subject to another, but just discussing the different age groups and targeting the different age groups it occurs to me,",NEGATIVE,1,Dismissing others,The speaker asks for permission to change the topic but doesn't actually wait for permission to be given before switching topics.,2021-03-24 13:32:59.175343+00:00
426,ES2004b,2339.29,B,Um and I'll be able to not answer them.,NEGATIVE,5,Dismissing others,"The speaker states that they are open to receiving questions over email, but they won't answer them.",2021-03-24 13:36:33.772112+00:00
110,ES2004b,74.21,B,"Um, right our agenda for today, do you want us to give you a second?",NEGATIVE,1,Causing annoyance,"Hey buddy, if you suspect someone needs a moment, please consider offering a helping hand. Because while time is infinite, the group's time is not.",2021-03-24 16:47:44.468571+00:00
110,ES2004b,101.81,B,"Um, that it was important that the product was accessible to a wide range of consumers, wide age range, not limiting anyone.",POSITIVE,2,Being positive,"On behalf of those who are not here, we thank you today for a better remote tomorrow.",2021-03-24 16:49:16.828377+00:00
110,ES2004b,112.16,B,"We decided it was important to reflect the company's image in our product, we put fashion in electronics, you know that kind of s thing.",NEGATIVE,1,Being sarcastic,"Please consider clarifying this statement more. Do you mean to say that the fashion and technology are a real area of focus? If not, the ambiguity could distract focus from the quality of the product.",2021-03-24 16:52:19.548597+00:00
110,ES2004b,176.5,C,"Okay, yeah I'll go first.",POSITIVE,2,Being agreeable,"Hey buddy, way to be a team player. That speedy reaction to the unexpected turn of events really minimized the group's intermission time and helped speed the meeting right along.",2021-03-24 16:56:02.298354+00:00
110,ES2004b,195.96,B,function F_ eight.,POSITIVE,1,Being agreeable,Great job with the tech tip friend! Keyboard shortcuts are immensely useful in a time constrained environment and it is always nice to demonstrate your skill set with a specific tool!,2021-03-24 16:59:11.426602+00:00
110,ES2004b,228.85,C,"Well, a device which basically just sends the signal to the T_V_ to change its state, whether that be the power, or the channel um or the volume, everything is just um some sort of signal to change the state of the T_V_ or other appliance that it's sending the signal to.",POSITIVE,1,Being respectful,"Great idea to begin with a summary of the technical details. These are so important, but often overlooked. Way to make an effort to help your team become more familiar with the product and to explain the digital communication process used in our daily routines!",2021-03-24 17:02:24.380098+00:00
782,ES2004b,66.81,B,"Right, okay um, this is our second meeting and I might be a bit all over the place.",POSITIVE,2,Being positive,Being honest is comforting and promotes a healthy work environment,2021-03-24 19:42:50.672156+00:00
782,ES2004b,74.21,B,"Um, right our agenda for today, do you want us to give you a second?",POSITIVE,3,Being respectful,Asking about the needs of others involved is inclusive and welcoming.,2021-03-24 19:43:31.506730+00:00
782,ES2004b,175.03,B,"No that's fine, that's fine.",POSITIVE,4,Being agreeable,This person was being accommodating to another's request for more time.,2021-03-24 19:45:10.527418+00:00
782,ES2004b,218.686,B,<sound: laugh>,NEGATIVE,2,Dismissing others,The laugh comes across as condescending and belittling in response to the designer's sentence.,2021-03-24 19:46:38.688960+00:00
782,ES2004b,319.7,D,"Could I can I interject to ask a question there, is that appropriate?",POSITIVE,8,Being respectful,Asking for permission to ask a question so as not to interrupt but to also ask for clarity is important to promoting a good work environment.,2021-03-24 19:48:02.745858+00:00
190,ES2004b,66.81,B,"Right, okay um, this is our second meeting and I might be a bit all over the place.",POSITIVE,2,Being agreeable,Agrees that it is their first meeting but there is an unique association;,2021-03-24 21:41:17.137822+00:00
190,ES2004b,85.93,B,"I'll go over what we decided last meeting,",POSITIVE,1,Being respectful,The speaker is offering to remind the team what they had on their last meeting.,2021-03-24 21:42:23.772996+00:00
190,ES2004b,120.23,B,"Um, our budget would have to affect um try not to reflect our budget, um that we might",NEGATIVE,2,Being sarcastic,The speaker sacarstically says that the other person should noyt try to copy their budget,2021-03-24 21:44:02.912304+00:00
190,ES2004b,176.5,C,"Okay, yeah I'll go first.",POSITIVE,2,Being agreeable,Here the speake agrees tobe the first to go and the others will follow.,2021-03-24 21:45:57.336216+00:00
190,ES2004b,225.01,C,What the first thing question I asked was what are we trying to design?,NEGATIVE,1,Causing annoyance,The tone of the speaker is harsh as He reminds the audience of what he had said ealier.,2021-03-24 21:47:30.925960+00:00
