user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
654,ES2006d,27.5,B,It does look very cool.,POSITIVE,4,Being positive,Saying something looks cool makes the creator of the object happy.,2021-03-18 09:55:42.270182+00:00
654,ES2006d,90.48,D,"Yeah, about four fifteen, yeah.",POSITIVE,1,Being agreeable,Agreeing with someone and answering their questions helps promote more questions being asked.,2021-03-18 09:56:55.933956+00:00
654,ES2006d,97.36,C,Go for it.,POSITIVE,2,Being positive,This is an example of being motivational to prompt someone else to do something.,2021-03-18 09:57:28.909637+00:00
652,ES2006d,27.5,B,It does look very cool.,POSITIVE,4,Being positive,giving compliments about the project  and making the morale for everyone higher,2021-03-18 09:57:31.119083+00:00
654,ES2006d,2.67,A,I'm proud of it.,POSITIVE,4,Being positive,Saying you're proud of something signals that it's okay for others to also share their opinions since you did.,2021-03-18 09:58:10.642913+00:00
654,ES2006d,14.62,C,"The what we have to get through in this meeting is firstly the prototype presentation from you two, so you can show us what you've been working on so diligently.",POSITIVE,5,Being positive,They acknowledged the work someone else did which is encouraging.,2021-03-18 09:58:32.408933+00:00
652,ES2006d,3.824,D,<sound: laugh>,NEGATIVE,1,Being sarcastic,I think it is inappropriate to laugh when someone says they are proud of something,2021-03-18 09:59:56.631244+00:00
652,ES2006d,68.61,B,And then do we get to make a remote control?,NEGATIVE,2,Causing frusturation,Not an appropriate response to the conversation it does not even talk about a remote,2021-03-18 10:01:54.333410+00:00
652,ES2006d,119.6,D,<sound: laugh>,NEGATIVE,1,Causing annoyance,Laughing at not the right time  is annoying and distracting.,2021-03-18 10:03:31.970332+00:00
657,ES2006d,66.73,C,So we've got forty minutes.,NEGATIVE,1,Causing frusturation,This is unnecessarily reminding people of time pressure. People will feel rushed.,2021-03-18 10:03:45.044760+00:00
656,ES2006d,27.5,B,It does look very cool.,POSITIVE,4,Being positive,"This line reinforced psychological safety because it encourages the person to speak up about their work. By providing initial positive reinforcement, the person will be less nervous to start explaining.",2021-03-18 10:03:50.263066+00:00
652,ES2006d,139.84,B,Oh that's just bad.,NEGATIVE,4,Being sarcastic,It is not needed in the conversation and should not be calling something bad.,2021-03-18 10:04:30.816797+00:00
657,ES2006d,77.73,C,"it's now I guess that we're supposed to start at fifteen thirty five, so we've got until four",NEGATIVE,1,Causing annoyance,This makes the meeting seem unorganized and will increase stress levels. Everyone should already know what the meeting time is.,2021-03-18 10:04:57.308901+00:00
656,ES2006d,38.81,C,"Then I need to say some st a few things about finance, 'cause we have to check that it's within the finance criteria.",NEGATIVE,1,Dismissing others,"This line was harmful because it implies an assumption that they have to check up on the person who created the plan, and almost assumes that it is not within the finance criteria.",2021-03-18 10:05:01.953573+00:00
652,ES2006d,167.49,A,<sound: other>,NEGATIVE,1,Being sarcastic,What are they making weird sounds for that is not right. It is like they are making fun.,2021-03-18 10:05:11.925919+00:00
657,ES2006d,128.73,B,It's a bit um phallic.,NEGATIVE,8,Being sarcastic,This topic is likely to offend people people. Move to less politically heated wording.,2021-03-18 10:05:55.503522+00:00
656,ES2006d,89.06,A,"How how much do we have, forty minutes?",NEGATIVE,1,Causing frusturation,This may cause meeting participants to feel rushed or to feel as though this was not important.,2021-03-18 10:06:25.945417+00:00
657,ES2006d,142.66,C,Does it vibrate when you press the buttons?,NEGATIVE,6,Being sarcastic,This is wasting meeting time and there's probably one person in the group who is offended at this point.,2021-03-18 10:06:27.054601+00:00
652,ES2006d,295.54,B,Cool.,POSITIVE,5,Being positive,A compliment on the project is positive and productive for everyone.,2021-03-18 10:07:08.373803+00:00
656,ES2006d,68.61,B,And then do we get to make a remote control?,NEGATIVE,2,Being sarcastic,"This person is making a joke during an important meeting, potentially discouraging others.",2021-03-18 10:07:17.909731+00:00
656,ES2006d,98.75,D,"So, you said um are are we starting with the the so will you maybe start with like the mm the shape and things and and then I will explain the the user interface th uh things, like the buttons and the scrolling things and",POSITIVE,1,Being agreeable,"This person is making a solid plan for how to discuss the new idea, making the other members of the group feel more confident about speaking up and presenting.",2021-03-18 10:08:19.271983+00:00
656,ES2006d,128.73,B,It's a bit um phallic.,NEGATIVE,8,Being passive-aggressive,"By making an inappropriate joke, other members of the workplace may feel uncomfortable.",2021-03-18 10:09:16.011785+00:00
657,ES2006d,621.27,D,"But then then I think left-handed people are already used to discrimination anyway, so they just",NEGATIVE,14,Causing frusturation,"This is going to irritate and offend left handed people. Right handed people won't care, but left handed people will.",2021-03-18 10:09:33.928686+00:00
656,ES2006d,139.84,B,Oh that's just bad.,NEGATIVE,4,Causing embarrassment,"Any negative feedback such as this could make others feel bad, even if it is a joke.",2021-03-18 10:09:53.859814+00:00
656,ES2006d,181.26,B,"Is it to scale, or do you think you can make it a bit smaller?",POSITIVE,3,Being respectful,"Although this person has a suggestion, they bring it up respectfully, allowing the person to answer more comfortably.",2021-03-18 10:10:46.070832+00:00
363,ES2006d,128.73,B,It's a bit um phallic.,NEGATIVE,8,Causing embarrassment,This is an immature thing to say and could be considered offensive to sensitive people and is almost certainly embarrassing to the majority.,2021-03-18 10:37:10.544571+00:00
363,ES2006d,133.77,C,"Dual use, perfect.",NEGATIVE,3,Causing embarrassment,This is a joke that is not appropriate and implies sexual acts being done with a remote.,2021-03-18 10:38:20.936055+00:00
363,ES2006d,142.66,C,Does it vibrate when you press the buttons?,NEGATIVE,6,Causing embarrassment,"This is a continuation of a sexual implication from earlier in the conversation, this time they explicitly ask whether the remote vibrates furthering the implication that it would be used in a sexual act.",2021-03-18 10:39:35.098719+00:00
363,ES2006d,184.79,D,"Um it could be made a bit smaller, and and of course it would be",NEGATIVE,1,Self depricating,Here the user is being self-depricating in that he is implying that his own sexual member is small which is also an inappropriate topic in a team meeting.,2021-03-18 10:44:18.864057+00:00
363,ES2006d,406.8,C,some nice poor country and,NEGATIVE,10,Dismissing others,This is a dismissive comment toward other people and is belittling toward other countries that are not as well off.,2021-03-18 10:47:03.903444+00:00
270,ES2006d,2.67,A,I'm proud of it.,POSITIVE,4,Being positive,"Because it shows people it is ok to be proud of your accomplishments, which will give others hope and reinforce them to be proud also.",2021-03-18 12:26:53.431785+00:00
270,ES2006d,114.57,A,So um basically going with our trend of vegetables and,NEGATIVE,1,Creates doubt,"I believe this would create doubt in the task that is at hand for other people in the group, as well as hurt that psychological safety of the speaker because they are unsure of themselves (which could also lead other to be unsure of themselves as well).",2021-03-18 12:31:47.884023+00:00
270,ES2006d,139.84,B,Oh that's just bad.,NEGATIVE,4,Causing embarrassment,"Could be taken a a dismissal of the idea, or that it's a bad idea.",2021-03-18 12:34:25.543233+00:00
270,ES2006d,142.66,C,Does it vibrate when you press the buttons?,NEGATIVE,6,Being sarcastic,Asking an inappropriate question that can seem rude to other members of the group.,2021-03-18 12:35:47.383061+00:00
270,ES2006d,144.51,C,"Sorry, sorry.",POSITIVE,2,Being respectful,"Apologizing for a mistake (a previous comment in this case), making the people that were hurt feel a little bit better.",2021-03-18 12:38:48.834849+00:00
621,ES2006d,14.62,C,"The what we have to get through in this meeting is firstly the prototype presentation from you two, so you can show us what you've been working on so diligently.",POSITIVE,5,Being respectful,Acknowledging other's efforts and letting them speak for themselves by giving them the stage.,2021-03-18 18:23:33.869639+00:00
621,ES2006d,97.36,C,Go for it.,POSITIVE,2,Being encouraging,Being encouraging to the other individuals to do their particular task without worry.,2021-03-18 18:27:06.792028+00:00
621,ES2006d,120.14,A,we selected the colour and approximate shape of banana.,POSITIVE,1,Being positive,Making jokes and establishing an intimate connection with others using humor.,2021-03-18 18:29:50.631792+00:00
621,ES2006d,144.51,C,"Sorry, sorry.",POSITIVE,2,Being respectful,"Sensing that they did something wrong, they apologized and built a level of trust with others.",2021-03-18 18:31:07.866703+00:00
621,ES2006d,181.26,B,"Is it to scale, or do you think you can make it a bit smaller?",POSITIVE,3,Being engaging.,Asking questions to better understand other's point of view thus to better understand eachother.,2021-03-18 18:33:13.850890+00:00
621,ES2006d,200.98,B,It l does look like the,NEGATIVE,1,Causing annoyance,Possibly interrupting individual and thus causing the breakdown of their thought flow.,2021-03-18 18:34:24.373673+00:00
571,ES2006d,14.62,C,"The what we have to get through in this meeting is firstly the prototype presentation from you two, so you can show us what you've been working on so diligently.",NEGATIVE,1,Being sarcastic,He sounded dismissive of their work and the effort they had been putting it to it.,2021-03-18 19:10:53.735174+00:00
571,ES2006d,128.73,B,It's a bit um phallic.,NEGATIVE,8,Causing embarrassment,He mentions something that is sexual in nature to get a rise out of people.,2021-03-18 19:11:58.001161+00:00
571,ES2006d,139.84,B,Oh that's just bad.,NEGATIVE,4,Dismissing others,He says that someone else's work is not going well on the project,2021-03-18 19:12:21.123237+00:00
571,ES2006d,212.34,B,"I wasn't very keen on that, but yeah.",NEGATIVE,1,Dismissing others,They are dismissing the ideas that other people have put forth.,2021-03-18 19:12:58.437593+00:00
571,ES2006d,366.22,C,"Uh it's a sort of intermediate colour, I guess.",NEGATIVE,2,Dismissing others,They are sounding dismissive of the the color choice that someone used.,2021-03-18 19:14:10.796493+00:00
571,ES2006d,406.8,C,some nice poor country and,NEGATIVE,10,Being passive-aggressive,They are being classist and rude to people that may come from other cultures.,2021-03-18 19:15:05.168226+00:00
